CSEE 2015 SCHOOL RANKING - CENTRE WITH 40 AND MORE CANDIDATES,,,,,,,,,,
"KEY: BAND1: GPA 1 to 1.499, BAND2: 1.5 to 1.999 , BAND3: 2 to 2.499, BAND4: 2.5 to 2.999, BAND5: 3 to 3.499, BAND6: 3.5 to 3.999, BAND7: 4 to 4.299,    BAND8: 4.3 to 4.499, BAND9:4.5 to 4.699, BAND10: 4.7 to 5",,,,,,,,,,
S1756,CENTRAL BUHONGWA SECONDARY SCHOOL,MWANZA,108,107,107,3.0385,5,6,258,340
S4170,CHEM-BANDE SECONDARY SCHOOL,DAR ES SALAAM,101,78,78,3.04,5,6,259,280
S4908,KWAUSO SECONDARY SCHOOL,KAGERA,115,115,115,3.0416,5,5,260,224
S4678,MWEDO GIRLS SECONDARY SCHOOL,ARUSHA,42,42,42,3.0423,5,7,261,427
S4894,CANAAN SECONDARY SCHOOL,MBEYA,123,121,121,3.0467,5,,262,
S3631,DE PAUL SECONDARY SCHOOL,RUVUMA,59,59,59,3.0473,5,6,263,339
S4993,RODAN SECONDARY SCHOOL,MWANZA,214,214,214,3.0528,5,6,264,275
S0480,NSOO SECONDARY SCHOOL,KILIMANJARO,83,83,83,3.054,5,5,265,215
S1770,IMAGE SECONDARY SCHOOL,IRINGA,90,90,90,3.0562,5,6,266,236
S0663,SANGITI SECONDARY SCHOOL,KILIMANJARO,52,50,50,3.0565,5,5,267,221
S1328,PIO SECONDARY SCHOOL,DODOMA,126,126,126,3.0581,5,5,268,151
S5065,AMKA SECONDARY SCHOOL,MBEYA,43,43,43,3.0588,5,,269,
S0439,BUPANDAGILA SECONDARY SCHOOL,SIMIYU,100,98,98,3.0635,5,5,270,194
S1765,MURUBONA MUSLIM SECONDARY SCHOOL,KIGOMA,47,47,47,3.0646,5,6,271,240
S1064,SUNNI MADRESSA SECONDARY SCHOOL,UNGUJA,59,57,57,3.0653,5,5,272,226
S0388,MARANGU SECONDARY SCHOOL,KILIMANJARO,186,186,186,3.074,5,5,273,218
S2655,MARANATHA SECONDARY SCHOOL,MBEYA,152,150,149,3.0742,5,5,274,227
S1330,PRESBYTERIAN SEMINARY,MOROGORO,82,82,82,3.077,5,5,275,197
S1529,CENTENARY SECONDARY SCHOOL,RUVUMA,51,51,51,3.0794,5,5,276,157
S1619,VICTORY SECONDARY SCHOOL,PWANI,171,167,167,3.0852,5,6,277,248
S0661,ISENYE SECONDARY SCHOOL,MARA ,119,119,119,3.0903,5,5,278,203
S0138,MPWAPWA SECONDARY SCHOOL,DODOMA,93,85,81,3.0957,5,5,279,190
S3623,ST. VICENT SECONDARY SCHOOL,TABORA,137,137,137,3.0987,5,5,280,184
S4696,PELAZIA SECONDARY SCHOOL,MARA ,65,55,55,3.1017,5,7,281,469
S0843,SOTELE SECONDARY SCHOOL,PWANI,42,42,42,3.1031,5,6,282,380
S4007,AGUSTIVO HIGH SCHOOL,RUVUMA,88,88,88,3.1041,5,6,283,301
S0104,BWIRU BOYS SECONDARY SCHOOL,MWANZA,117,117,106,3.1051,5,6,284,234
S4994,EDEN VALLEY SECONDARY SCHOOL,MWANZA,40,40,40,3.1061,5,5,285,61
S4811,BIDII SECONDARY SCHOOL,MWANZA,135,134,134,3.1068,5,6,286,277
S4363,RHEC SECONDARY SCHOOL,KAGERA,105,105,105,3.1135,5,6,287,293
S0270,ST. GETRUDE GIRLS SECONDARY SCHOOL,NJOMBE,72,72,72,3.1144,5,6,288,368
S2333,BRAVO SECONDARY SCHOOL,MOROGORO,82,81,81,3.1179,5,6,289,244
S5032,UCHIRA GIRLS ISLAMIC SECONDARY SCHOOL,KILIMANJARO,45,45,45,3.1268,5,7,290,172
S4049,GREEN VIEW SECONDARY SCHOOL,MWANZA,55,54,54,3.1285,5,6,291,133
S0199,MSAMALA MUSLIM SEMINARY,RUVUMA,41,41,41,3.1352,5,5,292,54
S0383,BEN BELLA SECONDARY SCHOOL,UNGUJA,103,99,99,3.1354,5,5,293,196
S2846,MAIN GREENHILL SECONDARY SCHOOL,DAR ES SALAAM,99,98,98,3.1386,5,5,294,209
S0482,ILUHYA SECONDARY SCHOOL,KAGERA,70,70,70,3.1413,5,6,295,245
S4675,HOJA SECONDARY SCHOOL,RUVUMA,57,57,57,3.1424,5,6,296,374
S4071,AGGREY CHANJI SECONDARY SCHOOL,RUKWA,101,98,97,3.1428,5,6,297,256
S2732,MNADANI SECONDARY SCHOOL,DODOMA,86,86,83,3.1439,5,7,298,529
S4619,CALL AND VISION SECONDARY SCHOOL,MTWARA,41,41,41,3.144,5,7,299,417
S0667,NYAISHOZI SECONDARY SCHOOL,KAGERA,119,116,116,3.1516,5,6,300,260
S0304,BUKOBA SECONDARY SCHOOL,KAGERA,164,147,135,3.1523,5,6,301,362
S0296,BWERANYANGE GIRLS SECONDARY SCHOOL,KAGERA,74,74,73,3.153,5,5,302,186
S1609,RORYA SECONDARY SCHOOL,MWANZA,121,121,121,3.1533,5,6,303,305
S0178,MANOW LUTHERAN JUNIOR SEMINARY,MBEYA,63,63,63,3.1573,5,6,304,350
S0459,NATIRO SECONDARY SCHOOL,KILIMANJARO,77,77,77,3.1575,5,6,305,257
S3648,THEOFLO NGOWI MEMORIAL SECONDARY SCHOOL,DAR ES SALAAM,74,73,73,3.1637,5,5,306,170
S4608,BAMA SECONDARY SCHOOL,MANYARA,43,43,43,3.1642,5,7,307,254
S0718,NYANSINCHA SECONDARY SCHOOL,MARA ,58,58,58,3.1648,5,6,308,235
S0665,MWEMBENI SECONDARY SCHOOL,MARA ,120,120,118,3.1677,5,6,309,252
S0558,MWANGA SECONDARY SCHOOL,KILIMANJARO,111,110,110,3.1721,5,6,310,281
S4142, ST. SOSTHENES SECONDARY SCHOOL,KAGERA,109,109,109,3.176,5,6,311,273
S0484,MKINGA SECONDARY SCHOOL,RUVUMA,52,49,48,3.1765,5,7,312,859
S3838,PEACE HOUSE SECONDARY SCHOOL,ARUSHA,89,89,89,3.1809,5,6,313,288
S4884,KIZUMBA SECONDARY SCHOOL,PWANI,51,51,51,3.1811,5,7,314,176
S1394,KATORO ISLAMIC SEMINARY,KAGERA,181,179,179,3.183,5,6,315,239
S0629,EDMUND-RICE-SINON SECONDARY SCHOOL,ARUSHA,246,245,245,3.1876,5,5,316,206
S0108,IFUNDA TECHNICAL SECONDARY SCHOOL,IRINGA,141,135,128,3.1906,5,5,317,158
S0203,IRINGA GIRLS SECONDARY SCHOOL,IRINGA,110,110,97,3.1917,5,5,318,174
S3641,NABOTI SECONDARY SCHOOL,NJOMBE,67,67,67,3.196,5,6,319,316
S0640,MBALIZI SECONDARY SCHOOL,MBEYA,173,172,171,3.2054,5,5,320,167
S1645,LUBALA SECONDARY SCHOOL,MBEYA,245,241,241,3.2085,5,6,321,313
S4818,GWEGENYEZA SECONDARY SCHOOL,KIGOMA,291,291,291,3.2095,5,6,322,323
S0389,SHAURITANGA SECONDARY SCHOOL,KILIMANJARO,104,104,104,3.2145,5,6,323,328
S0285,ST THERESIA GIRLS SECONDARY SCHOOL,RUKWA,96,96,96,3.2178,5,6,324,262
S5192,ARCH-BISHOP MAYALA GIRLS' SECONDARY SCHOOL,MWANZA,43,42,42,3.2183,5,,325,
S0195,ST. CAROLI SECONDARY SCHOOL,MWANZA,100,100,98,3.2242,5,5,326,163
S3300,RUNAZI SECONDARY SCHOOL,KAGERA,48,46,46,3.226,5,7,327,733
S3983,ULAMBYA SECONDARY SCHOOL,MBEYA,64,63,63,3.228,5,7,328,489
S2505,RWEPA'S SECONDARY SCHOOL,SHINYANGA,84,84,84,3.229,5,6,329,321
S4995,THE LORD'S HILL SECONDARY SCHOOL,IRINGA,40,40,40,3.2303,5,,330,
S4840,ROYAL GREEN VALLEY SECONDARY SCHOOL,ARUSHA,60,59,59,3.2306,5,6,331,289
S2344,WALIUL ISLAMIC BOYS,PWANI,48,48,48,3.231,5,7,332,448
S0153,SONGEA BOYS SECONDARY SCHOOL,RUVUMA,74,74,70,3.237,5,5,333,219
S0361,SINGE SECONDARY SCHOOL,MANYARA,224,224,222,3.2473,5,5,334,225
S0485,MAJENGO SECONDARY SCHOOL,KILIMANJARO,516,515,502,3.2508,5,7,335,425
S1247,ST.MARKS SECONDARY SCHOOL,DAR ES SALAAM,226,226,225,3.2564,5,6,336,242
S0258,BARAMBA GIRLS SECONDARY SCHOOL,KAGERA,46,45,45,3.258,5,6,337,113
S1360,BILAL ISLAMIC SEMINARY,UNGUJA,48,48,48,3.2615,5,6,338,106
S1463,AMANAH ISLAMIC SEMINARY,MTWARA,52,52,52,3.2615,5,7,339,738
S5216,AL-AZHARY SECONDARY SCHOOL,SINGIDA,61,60,60,3.2624,5,,340,
S1119,ZANZIBAR COMMERCIAL SECONDARY SCHOOL,UNGUJA,103,100,99,3.2644,5,5,341,188
S1383,MZINGA SECONDARY SCHOOL,DAR ES SALAAM,61,61,61,3.2673,5,6,342,297
S1395,TAIFA FOUNDATION SECONDARY SCHOOL,RUVUMA,56,53,53,3.2688,5,7,343,597
S4094,ST. MARTINS GIRLS' SECONDARY SCHOOL,MOROGORO,59,59,59,3.27,5,5,344,78
S4486,MALIMBE SECONDARY SCHOOL,MWANZA,68,66,65,3.2712,5,6,345,282
S0688,MSAKILA SECONDARY SCHOOL,RUKWA,123,121,121,3.2724,5,6,346,335
S4504,EDEN SECONDARY SCHOOL,MWANZA,59,59,59,3.2755,5,6,347,304
S2426,CHAMAZI ISLAMIC SEMINARY,DAR ES SALAAM,50,50,50,3.2769,5,5,348,86
S0652,POMERINI SECONDARY SCHOOL,IRINGA,120,117,117,3.2825,5,7,349,478
S1080,MUHEZA MUSLIM SECONDARY SCHOOL,TANGA,155,155,155,3.2828,5,6,350,354
S1366,HIGH-VIEW INTERNATIONAL SCHOOL,UNGUJA,45,45,45,3.2849,5,6,351,284
S0312,HIGHLANDS SECONDARY SCHOOL,IRINGA,160,159,156,3.2861,5,7,352,462
S0586,KAISHO SECONDARY SCHOOL,KAGERA,149,148,148,3.2898,5,6,353,272
S1420,KAYUKI SECONDARY SCHOOL,MBEYA,140,138,131,3.2902,5,6,354,338
S3735,GOLDLAND SECONDARY SCHOOL,GEITA,54,54,53,3.2953,5,7,355,740
S4982,MOUNT ZION SECONDARY SCHOOL,MWANZA,86,85,85,3.3032,5,,356,
S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,PWANI,114,112,111,3.3046,5,6,357,287
S3777,WINAM CAREER SECONDARY SCHOOL,SIMIYU,93,91,91,3.3133,5,7,358,465
S1194,BISMARCK SECONDARY SCHOOL,MWANZA,98,97,97,3.314,5,6,359,264
S0313,IKIZU SECONDARY SCHOOL,MARA ,204,203,203,3.3152,5,5,360,195
S1010,MAKUYUNI SECONDARY SCHOOL,ARUSHA,79,78,76,3.3173,5,6,361,278
S1862,MESAC SECONDARY SCHOOL,DAR ES SALAAM,63,62,61,3.3188,5,5,362,231
S4937,SERENGETI NURU  SECONDARY SCHOOL,MARA ,75,75,73,3.3191,5,7,363,672
S4988,DAARUL-ARQAM ISLAMIC SECONDARY SCHOOL,DAR ES SALAAM,79,79,78,3.3196,5,6,364,349
S3882,SANU TECHNICAL  SECONDARY SCHOOL,MANYARA,71,71,71,3.3198,5,7,365,546
S0136,MUSOMA SECONDARY SCHOOL,MARA ,96,93,74,3.3205,5,6,366,259
S1284,NORTHERN HIGHLANDS SECONDARY SCHOOL,KILIMANJARO,100,99,99,3.3218,5,7,367,514
S1072,KAMENE SECONDARY SCHOOL,DAR ES SALAAM,98,98,98,3.3237,5,6,368,393
S1264,BWAWANI SECONDARY SCHOOL,PWANI,95,95,93,3.3247,5,6,369,351
S0308,ENABOISHU SECONDARY SCHOOL,ARUSHA,186,184,184,3.3269,5,6,370,377
S1622,KISEKE SECONDARY SCHOOL,MWANZA,100,99,98,3.3281,5,7,371,488
S4658,SAKAMBONA SECONDARY SCHOOL,MBEYA,41,40,39,3.3283,5,7,372,618
S4766,ST.PETER'S SECONDARY SCHOOL,TABORA,61,61,61,3.3309,5,6,373,318
S0187,AN-NOOR ISLAMIC BOYS SEMINARY,TANGA,43,43,43,3.3351,5,6,374,152
S0279,EMMABERG GIRLS SECONDARY SCHOOL,NJOMBE,50,49,49,3.3354,5,5,375,220
S1403,COLAND SECONDARY SCHOOL,RUVUMA,47,47,47,3.3362,5,7,376,251
S1278,MBEZI SECONDARY SCHOOL,DAR ES SALAAM,169,168,168,3.3363,5,7,377,456
S0116,KANTALAMBA SECONDARY SCHOOL,RUKWA,172,168,150,3.34,5,6,378,268
S0372,KIRUA SECONDARY SCHOOL,KILIMANJARO,106,106,106,3.3402,5,6,379,395
S3093,KANANURA SECONDARY SCHOOL,DAR ES SALAAM,62,62,59,3.3412,5,7,380,684
S0681,IVUMWE SECONDARY SCHOOL,MBEYA,144,144,144,3.3412,5,7,381,537
S5033,KONDOA ISLAMIC SECONDARY SCHOOL,DODOMA,167,165,164,3.3486,5,4,382,114
S1292,SINGIDA SECONDARY SCHOOL,SINGIDA,102,98,97,3.3505,5,7,383,634
S0823,THAQAAFA SECONDARY SCHOOL,MWANZA,317,312,305,3.3613,5,6,384,266
S3765,NOONKODIN SECONDARY SCHOOL,ARUSHA,42,42,42,3.368,5,7,385,467
S0838,KANYIGO MUSLIM SEMINARY,KAGERA,81,81,81,3.3715,5,7,386,729
S3844,MBOGAMO SECONDARY SCHOOL,NJOMBE,58,57,57,3.3742,5,7,387,436
S5012,WILLIAMS SECONDARY SCHOOL,KIGOMA,77,76,76,3.3749,5,,388,
S1250,ST.MARY'S MPANDA SECONDARY SCHOOL,KATAVI,51,50,50,3.3763,5,6,389,391
S1842,TAWHEED SEMINARY,RUKWA,51,51,51,3.3783,5,7,390,409
S0204,JANGWANI SECONDARY SCHOOL,DAR ES SALAAM,230,209,172,3.3786,5,6,391,243
S4208,ELONI SECONDARY SCHOOL,MANYARA,105,105,105,3.3815,5,7,392,402
S0635,MSUFINI SECONDARY SCHOOL,KILIMANJARO,64,58,53,3.382,5,8,393,1162
S0658,MWAMAPALALA SECONDARY SCHOOL,SIMIYU,50,50,50,3.3834,5,7,394,467
S0508,MLAMA SECONDARY SCHOOL,KILIMANJARO,108,108,108,3.3892,5,5,395,210
S5061,ST.JOSEPH-IPOGOLO SECONDARY SCHOOL,IRINGA,49,49,49,3.3906,5,8,396,721
S0384,MIKUNGUNI SECONDARY SCHOOL,UNGUJA,43,42,42,3.3974,5,6,397,102
S1796,DR. DIDAS MASABURI SECONDARY SCHOOL,DAR ES SALAAM,70,68,68,3.3979,5,7,398,613
S1600,BISHOP DURNING HIGH SCHOOL,ARUSHA,64,64,63,3.3981,5,7,399,606
S4620,HERRING CHRISTIAN SECONDARY SCHOOL,MBEYA,71,71,71,3.406,5,5,400,213
S1626,MARIADO SECONDARY SCHOOL,ARUSHA,65,65,63,3.4071,5,7,401,570
S3661,BEROYA SECONDARY SCHOOL,RUVUMA,173,172,167,3.4097,5,7,402,442
S0139,MTWARA TECHNICAL SECONDARY SCHOOL,MTWARA,132,126,109,3.4128,5,6,403,285
S0989,KIBARA SECONDARY SCHOOL,MARA ,78,74,72,3.4164,5,6,404,265
S0368,IMBORU SECONDARY SCHOOL,MANYARA,70,70,70,3.4199,5,7,405,399
S0474,KISOMACHI SECONDARY SCHOOL,KILIMANJARO,135,132,132,3.4214,5,6,406,387
S1200,EDUCARE SECONDARY SCHOOL,MOROGORO,69,68,66,3.4217,5,7,407,599
S0147,PUGU SECONDARY SCHOOL,DAR ES SALAAM,109,102,83,3.4245,5,7,408,420
S0236,KILIMANJARO ACADEMY SECONDARY SCHOOL,KILIMANJARO,51,51,49,3.4328,5,7,409,361
S3663,CONNECTING CONTINENTS SECONDARY SCHOOL,PEMBA,71,70,70,3.4356,5,6,410,331
S0765,UNYANYEMBE SECONDARY SCHOOL,TABORA,71,71,71,3.4363,5,6,411,344
S0134,MOSHI SECONDARY SCHOOL,KILIMANJARO,78,76,64,3.4365,5,6,412,326
S0152,SHINYANGA SECONDARY SCHOOL,SHINYANGA,164,163,146,3.4391,5,7,413,557
S5305,LAKE ZONE SECONDARY SCHOOL,MWANZA,53,53,52,3.4431,5,,414,
S1618,SOLE SECONDARY SCHOOL,MOROGORO,40,40,40,3.444,5,6,415,114
S0225,CAGLIERO GIRLS SECONDARY SCHOOL,IRINGA,75,75,74,3.4462,5,7,416,727
S0363,MWADUI SECONDARY SCHOOL,SHINYANGA,96,96,95,3.4465,5,7,417,424
S2521,MTAKUJA SECONDARY SCHOOL,KILIMANJARO,52,50,49,3.4515,5,8,418,1557
S0841,HUMURA SECONDARY SCHOOL,KAGERA,190,187,186,3.455,5,7,419,852
S2804,MUSOMA UTALII SECONDARY SCHOOL,MARA ,354,337,334,3.4627,5,6,420,372
S1071,ST. MATTHEW'S SECONDARY SCHOOL,PWANI,794,785,770,3.4629,5,5,421,178
S1683,LEKI SECONDARY SCHOOL,ARUSHA,42,41,41,3.4649,5,8,422,2018
S4856,TWIHULUMILE SECONDARY SCHOOL,MWANZA,110,90,90,3.4658,5,7,423,789
S4543,BRILLIANT SECONDARY SCHOOL,DAR ES SALAAM,271,265,264,3.4675,5,7,424,950
S1643,TECHFORT SECONDARY SCHOOL,MOROGORO,44,43,43,3.4681,5,8,425,1893
S0253,GREEN BIRD GIRLS' SECONDARY SCHOOL,KILIMANJARO,46,46,46,3.4682,5,6,426,397
S1257,ARAFAH ISLAMIC SEMINARY,TANGA,82,82,77,3.4683,5,7,427,971
S4139,IDIGIMA SECONDARY SCHOOL,MBEYA,81,80,79,3.4689,5,6,428,312
S0780,KALOLENI ISLAMIC SEMINARY,KILIMANJARO,42,42,42,3.4706,5,7,429,477
S4019,PHILTER FEDERAL SECONDARY SCHOOL,UNGUJA,40,39,39,3.4706,5,6,430,98
S4395,ST. MARY'S MWANZA SECONDARY SCHOOL,MWANZA,42,40,37,3.4709,5,6,431,341
S2516,GRACE SECONDARY SCHOOL,PWANI,84,84,77,3.4718,5,6,432,276
S0748,KAWAWA SECONDARY SCHOOL,IRINGA,184,180,179,3.4721,5,7,433,510
S0128,MALANGALI SECONDARY SCHOOL,IRINGA,77,77,66,3.4751,5,5,434,135
S1450,EFATHA SEMINARY,PWANI,114,113,104,3.4759,5,7,435,426
S3733,MAHENJE SECONDARY SCHOOL,MBEYA,97,90,85,3.4771,5,6,436,370
S0584,LWANDAI SECONDARY SCHOOL,TANGA,155,155,150,3.4773,5,7,437,406
S4445,SENGEREMA ISLAMIC SECONDARY SCHOOL,MWANZA,160,153,152,3.479,5,6,438,254
S0896,KIZUKA SECONDARY SCHOOL,MOROGORO,189,189,188,3.4834,5,6,439,373
S5058,AL HIJRA ISLAMIC SECONDARY SCHOOL,TANGA,58,58,56,3.4839,5,7,440,647
S0355,LOMWE SECONDARY SCHOOL,KILIMANJARO,178,178,177,3.4842,5,7,441,919
S3535,DEBRABANT SECONDARY SCHOOL,DAR ES SALAAM,87,86,79,3.4857,5,6,442,317
S4092,BUSEGWE GIRLS' SECONDARY SCHOOL,MARA ,108,107,107,3.4858,5,6,443,237
S0752,RUNZEWE SECONDARY SCHOOL,GEITA,100,95,91,3.4862,5,7,444,957
S1480,KAJUNGUTI SECONDARY SCHOOL,KAGERA,74,74,73,3.4879,5,7,445,516
S4771,APEX SECONDARY SCHOOL,KAGERA,57,56,54,3.4919,5,7,446,797
S0564,BUSWELU SECONDARY SCHOOL,MWANZA,283,267,228,3.493,5,7,447,518
S1469,MBONEA SECONDARY SCHOOL,DAR ES SALAAM,74,74,71,3.4939,5,6,448,319
S4710,ENDAMANANG' SECONDARY SCHOOL,MANYARA,57,54,53,3.4955,5,7,449,610
S4003,VENITE SECONDARY SCHOOL,NJOMBE,109,108,104,3.5037,6,7,450,404
S1553,HAKI SECONDARY SCHOOL,TANGA,47,46,45,3.5045,6,7,451,913
S0105,CHIDYA SECONDARY SCHOOL,MTWARA,88,87,75,3.5075,6,6,452,347
S0392,VIKOKOTONI SECONDARY SCHOOL,UNGUJA,188,186,185,3.5077,6,6,453,333
S0504,MRIKE SECONDARY SCHOOL,KILIMANJARO,157,154,152,3.5117,6,7,454,525
S1820,HILL CREST SECONDARY SCHOOL,MWANZA,53,52,48,3.5123,6,6,455,307
S5044,KILWA ISLAMIC SECONDARY SCHOOL,LINDI,40,38,37,3.5137,6,8,456,1113
S4014,WINNING SPIRIT SECONDARY SCHOOL,ARUSHA,59,58,58,3.5142,6,7,457,777
S0835,KENGEJA TECHNICAL SECONDARY SCHOOL,PEMBA,41,41,39,3.5163,6,7,458,499
S0409,MORINGE SOKOINE SECONDARY SCHOOL,ARUSHA,138,137,136,3.5168,6,6,459,271
S4633,SINAI SECONDARY SCHOOL,MBEYA,55,55,53,3.5176,6,,460,
S1585,TWITANGE SECONDARY SCHOOL,MWANZA,80,79,73,3.5224,6,6,461,392
S0327,MINJA SECONDARY SCHOOL,KILIMANJARO,102,97,96,3.525,6,7,462,512
S4561,NYASHISHI SECONDARY SCHOOL,MWANZA,74,72,71,3.5259,6,8,463,1038
S0330,MBEYA SECONDARY SCHOOL,MBEYA,279,267,231,3.5268,6,6,464,294
S2878,BRIGHT ANGELS SECONDARY SCHOOL,PWANI,43,43,43,3.5293,6,5,465,223
S0197,MATANGINI ISLAMIC SEMINARY,DAR ES SALAAM,65,65,65,3.5306,6,6,466,361
S4302,RWAGATI SECONDARY SCHOOL,KAGERA,42,41,41,3.5349,6,7,467,178
S3706,BAGARA SECONDARY SCHOOL,MANYARA,131,126,121,3.5398,6,7,468,914
S4197,EFATHA SECONDARY SCHOOL,IRINGA,103,69,63,3.5415,6,8,469,1421
S0243,USANGI GIRLS SECONDARY SCHOOL,KILIMANJARO,62,62,62,3.5426,6,8,470,1826
S0356,VUNJO SECONDARY SCHOOL,KILIMANJARO,155,155,146,3.5431,6,7,471,472
S4810,MAGABA SECONDARY SCHOOL,KIGOMA,83,82,81,3.5502,6,7,472,470
S4880,IYULA MALAIKA SECONDARY SCHOOL,MOROGORO,77,76,75,3.5522,6,7,473,487
S0514,UROKI SECONDARY SCHOOL,KILIMANJARO,80,79,77,3.5578,6,7,474,561
S0222,ZANAKI SECONDARY SCHOOL,DAR ES SALAAM,234,225,188,3.5588,6,6,475,270
S0506,UNGWASI SECONDARY SCHOOL,KILIMANJARO,174,174,171,3.5656,6,6,476,314
S0983,TUMAINI LUTHERAN SEMINARY,MOROGORO,56,56,56,3.5676,6,6,477,353
S3103,DR. MEZGER SECONDARY SCHOOL,MOROGORO,55,55,54,3.5708,6,6,478,292
S0450,USOKE SECONDARY SCHOOL,TABORA,41,40,39,3.5721,6,7,479,759
S0682,MPOROTO SECONDARY SCHOOL,MBEYA,185,182,181,3.5743,6,6,480,324
S1165,BANGALA LUTHERAN JUNIOR SEMINARY,TANGA,50,50,50,3.5775,6,7,481,429
S0261,MLIMBA GIRLS HIGH SECONDARY SCHOOL,MOROGORO,51,49,49,3.5783,6,8,482,1419
S4758,UNAMBWE SECONDARY SCHOOL,ARUSHA,122,121,118,3.5795,6,7,483,437
S1120,MOITA SECONDARY SCHOOL,ARUSHA,111,110,104,3.5799,6,7,484,415
S0353,PARANE SECONDARY SCHOOL,KILIMANJARO,131,131,130,3.58,6,7,485,773
S1407,ARCH BISHOP KAHURANANGA SECONDARY SCHOOL,KIGOMA,98,95,94,3.5809,6,6,486,303
S1011,CHANG'OMBE SECONDARY SCHOOL,DAR ES SALAAM,112,108,91,3.5815,6,6,487,383
S0274,SUNSHINE SECONDARY SCHOOL,PWANI,68,68,68,3.5833,6,6,488,306
S0367,KILOSA SECONDARY SCHOOL,MOROGORO,204,179,148,3.5841,6,6,489,363
S4516,ST. JAMES KIGOMA SECONDARY SCHOOL,KIGOMA,128,128,125,3.5854,6,7,490,411
S3630,HOLLY WOOD SECONDARY SCHOOL,MBEYA,233,232,220,3.5863,6,7,491,421
S1707,ORKOLILI SECONDARY SCHOOL,KILIMANJARO,49,49,48,3.5873,6,7,492,571
S0486,UOMBONI SECONDARY SCHOOL,KILIMANJARO,75,75,74,3.5884,6,6,493,366
S1934,LULEMBELA SECONDARY SCHOOL,GEITA,46,44,38,3.5902,6,6,494,343
S4110,BISHOP NKOLA SECONDARY SCHOOL,SHINYANGA,59,59,58,3.5921,6,6,495,386
S0671,UBUNGO ISLAMIC HIGH SCHOOL,DAR ES SALAAM,126,126,126,3.5983,6,5,496,175
S0101,AZANIA SECONDARY SCHOOL,DAR ES SALAAM,356,278,220,3.5985,6,7,497,427
S4463,LAKE SAGARA  SECONDARY SCHOOL,KIGOMA,50,50,47,3.5993,6,8,498,760
S0565,BWASI SECONDARY SCHOOL,MARA ,63,61,61,3.5994,6,7,499,432
S4847,PEACE LAND SECONDARY SCHOOL,DAR ES SALAAM,53,51,49,3.5994,6,8,500,1703
S4933,MGUTWA SECONDARY SCHOOL,MANYARA,43,42,40,3.6021,6,,501,
S4864,NGOGO SECONDARY SCHOOL,NJOMBE,53,52,50,3.6046,6,7,502,367
S2057,MARIA NYERERE SECONDARY SCHOOL,NJOMBE,167,164,151,3.6053,6,7,503,468
S0218,RUGAMBWA SECONDARY SCHOOL,KAGERA,185,182,165,3.6055,6,6,504,329
S0208,KISUTU SECONDARY SCHOOL,DAR ES SALAAM,195,194,145,3.6075,6,6,505,352
S0156,TANGA TECHNICAL SECONDARY SCHOOL,TANGA,158,152,127,3.6097,6,6,506,322
S1052,IBUNGILA SECONDARY SCHOOL,MBEYA,98,98,90,3.6097,6,7,507,646
S1173,MGUGU SECONDARY SCHOOL,MOROGORO,80,80,69,3.6155,6,7,508,484
S1592,EAST COAST SECONDARY SCHOOL,PWANI,69,68,67,3.6164,6,7,509,524
S1268,KISIMIRI SECONDARY SCHOOL,ARUSHA,203,189,177,3.6221,6,7,510,422
S2279,NG'AMBA SECONDARY SCHOOL,MBEYA,101,98,96,3.6248,6,6,511,358
S1518,THOMAS MORE SECONDARY SCHOOL,MBEYA,93,92,91,3.6253,6,7,512,398
S1374,KICHANGACHUI SECONDARY SCHOOL,KIGOMA,158,149,128,3.6274,6,6,513,337
S1740,BISHOP MPANGO SECONDARY SCHOOL,KIGOMA,59,59,59,3.6279,6,6,514,144
S1163,UJENZI SECONDARY SCHOOL,PWANI,338,335,326,3.6283,6,6,515,290
S3790,MAFISA SECONDARY SCHOOL,TANGA,57,54,54,3.6285,6,8,516,2077
S1110,KALOLENI SECONDARY SCHOOL,ARUSHA,269,265,219,3.6299,6,7,517,451
S4545,MBWAWA SECONDARY SCHOOL,PWANI,82,80,78,3.6305,6,6,518,364
S4875,HAYATUL SECONDARY SCHOOL,MANYARA,74,74,73,3.6315,6,7,519,455
S0434,NDEMBELA SECONDARY SCHOOL,MBEYA,161,160,151,3.6337,6,7,520,401
S0272,AL-IHSAN GIRLS SECONDARY SCHOOL,UNGUJA,80,80,80,3.6338,6,6,521,283
S0810,CHARYA SECONDARY SCHOOL,MARA ,56,38,36,3.636,6,7,522,904
S0209,KOROGWE GIRLS SECONDARY SCHOOL,TANGA,71,68,58,3.637,6,6,523,315
S5315,MKINDI SECONDARY SCHOOL,TANGA,42,41,41,3.6392,6,,524,
S1037,AYA SECONDARY SCHOOL,DODOMA,70,70,68,3.6393,6,6,525,299
S0495,MILALA SECONDARY SCHOOL,KATAVI,77,77,75,3.6411,6,7,526,498
S4286,JOSHUA  SECONDARY SCHOOL,MANYARA,59,51,48,3.6469,6,5,527,83
S1623,AGGREY SECONDARY SCHOOL,MBEYA,131,122,113,3.647,6,7,528,771
S1785,MWAGALA SECONDARY SCHOOL,SIMIYU,65,61,60,3.647,6,7,529,189
S0246,MAASAE GIRLS LUTHERAN SECONDARY SCH,ARUSHA,53,52,45,3.6487,6,6,530,375
